"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
5876,2.1,"5/23/2023","Tuesday","tropical fruit","oil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3535,3.6,"6/21/2023","Wednesday","rolls/buns","bottled water","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7141,6.2,"7/7/2023","Friday","citrus fruit","tropical fruit","root vegetables","frozen meals","frozen fish","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","",""
5812,1.4,"7/22/2023","Saturday","UHT-milk","bottled water","chewing gum","cling film/bags","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
305,4.8,"6/28/2023","Wednesday","onions","soda","chewing gum","chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6997,9.3,"7/12/2023","Wednesday","sausage","other vegetables","brown bread","misc. beverages","fruit/vegetable juice","chocolate","candy","","","","","","","","","","","","","","","","","","","","","","","","",""
4777,1.7,"5/28/2023","Sunday","pip fruit","soda","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8708,4.8,"6/14/2023","Wednesday","soda","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7738,2.2,"6/10/2023","Saturday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3593,6.3,"7/21/2023","Friday","whole milk","butter","whipped/sour cream","sliced cheese","cream cheese ","spices","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","",""
3912,6.3,"7/18/2023","Tuesday","chicken","pip fruit","whole milk","whipped/sour cream","margarine","newspapers","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","",""
865,18.2,"7/6/2023","Thursday","frankfurter","sausage","beef","root vegetables","packaged fruit/vegetables","whole milk","dessert","yogurt","sliced cheese","ice cream","rolls/buns","soda","","","","","","","","","","","","","","","","","","","",""
7795,2.2,"6/4/2023","Sunday","rolls/buns","liquor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2853,2.1,"5/22/2023","Monday","tropical fruit","domestic eggs","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9639,1.2,"7/30/2023","Sunday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5336,1.3,"7/24/2023","Monday","pork","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9826,9.1,"7/15/2023","Saturday","chicken","hamburger meat","citrus fruit","root vegetables","other vegetables","cream cheese ","curd cheese","domestic eggs","cat food","long life bakery product","","","","","","","","","","","","","","","","","","","","","",""
1200,3.1,"6/28/2023","Wednesday","brown bread","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3105,7.3,"7/29/2023","Saturday","UHT-milk","cream cheese ","spread cheese","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3970,8.8,"7/12/2023","Wednesday","chicken","pork","citrus fruit","root vegetables","herbs","other vegetables","whole milk","butter","frozen dessert","domestic eggs","rolls/buns","bottled water","bottled beer","","","","","","","","","","","","","","","","","","",""
3382,6.7,"7/16/2023","Sunday","chicken","root vegetables","whole milk","butter milk","rolls/buns","soda","dish cleaner","baby cosmetics","kitchen towels","","","","","","","","","","","","","","","","","","","","","","",""
3700,4.5,"6/21/2023","Wednesday","bottled water","misc. beverages","cooking chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9105,7.7,"7/23/2023","Sunday","meat","pork","fish","tropical fruit","grapes","berries","other vegetables","whole milk","frozen vegetables","semi-finished bread","chocolate","detergent","kitchen utensil","candles","","","","","","","","","","","","","","","","","",""
6965,7.2,"5/23/2023","Tuesday","condensed milk","pastry","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5886,1.3,"","Monday","other vegetables","condensed milk","coffee","detergent","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8072,1.4,"7/22/2023","Saturday","bottled water","canned beer","white wine","specialty bar","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1362,1.5,"6/8/2023","Thursday","butter","yogurt","dog food","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1248,1.2,"7/26/2023","Wednesday","hamburger meat","pip fruit","whole milk","curd","beverages","brandy","male cosmetics","cookware","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
5724,8.9,"5/22/2023","Monday","chicken","pip fruit","whole milk","rolls/buns","brown bread","pastry","semi-finished bread","margarine","bottled water","newspapers","","","","","","","","","","","","","","","","","","","","","",""
8956,2.7,"5/27/2023","Saturday","other vegetables","soft cheese","margarine","bottled water","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5250,5.1,"5/26/2023","Friday","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6585,5.1,"5/27/2023","Saturday","curd","whipped/sour cream","cream cheese ","margarine","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9510,13.9,"7/8/2023","Saturday","sausage","chicken","onions","other vegetables","packaged fruit/vegetables","butter","yogurt","beverages","hard cheese","frozen vegetables","domestic eggs","white bread","bottled water","soda","fruit/vegetable juice","bottled beer","canned beer","sparkling wine","waffles","chocolate","candy","cleaner","dental care","","","","","","","","",""
3118,1.4,"7/21/2023","Friday","frankfurter","UHT-milk","oil","bottled water","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7671,8.7,"7/7/2023","Friday","tropical fruit","curd","yogurt","whipped/sour cream","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6758,2.8,"6/18/2023","Sunday","frankfurter","root vegetables","whole milk","margarine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1378,1.7,"5/21/2023","Sunday","frozen meals","pet care","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
770,2.2,"5/18/2023","Thursday","rolls/buns","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9213,2.2,"5/23/2023","Tuesday","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6594,1.7,"6/11/2023","Sunday","soda","cake bar","candy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9553,6.5,"7/12/2023","Wednesday","pork","curd","dessert","whipped/sour cream","flour","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","",""
315,2.8,"7/5/2023","Wednesday","other vegetables","yogurt","brown bread","instant coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6407,1.6,"6/3/2023","Saturday","pork","root vegetables","beverages","white bread","sugar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
622,8.3,"7/6/2023","Thursday","beef","citrus fruit","tropical fruit","yogurt","UHT-milk","frozen vegetables","rolls/buns","bottled water","skin care","","","","","","","","","","","","","","","","","","","","","","",""
2597,8.8,"5/19/2023","Friday","pork","hamburger meat","pip fruit","herbs","other vegetables","whole milk","butter","sliced cheese","processed cheese","rolls/buns","pastry","roll products ","margarine","","","","","","","","","","","","","","","","","","",""
778,2.5,"6/2/2023","Friday","other vegetables","whole milk","margarine","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9572,1.3,"7/25/2023","Tuesday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2468,15.5,"5/19/2023","Friday","root vegetables","onions","other vegetables","whole milk","whipped/sour cream","specialty cheese","frozen meals","rolls/buns","white bread","pastry","canned vegetables","sweet spreads","","","","","","","","","","","","","","","","","","","",""
1875,8,"7/23/2023","Sunday","root vegetables","other vegetables","whipped/sour cream","canned beer","liquor","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
210,8,"5/17/2023","Wednesday","rolls/buns","pastry","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2848,11.6,"7/7/2023","Friday","sausage","root vegetables","whole milk","rolls/buns","brown bread","margarine","soda","long life bakery product","cake bar","","","","","","","","","","","","","","","","","","","","","","",""
6375,3.5,"7/3/2023","Monday","other vegetables","butter milk","rolls/buns","meat spreads","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3355,4.3,"7/2/2023","Sunday","pork","packaged fruit/vegetables","whole milk","white bread","liquor","chocolate marshmallow","","","","","","","","","","","","","","","","","","","","","","","","","",""
6574,5.3,"5/22/2023","Monday","whole milk","pastry","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3156,1.4,"7/21/2023","Friday","chicken","bottled water","liquor (appetizer)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4250,3,"6/16/2023","Friday","other vegetables","canned fish","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5611,15.9,"7/20/2023","Thursday","sausage","pip fruit","root vegetables","onions","whole milk","butter","dessert","soft cheese","cream cheese ","specialty cheese","domestic eggs","salt","pasta","vinegar","oil","mustard","ketchup","canned vegetables","pickled vegetables","canned fish","instant coffee","tea","misc. beverages","bottled beer","white wine","chocolate","abrasive cleaner","hygiene articles","","","",""
4011,1.2,"7/27/2023","Thursday","whole milk","flour","margarine","sugar","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5292,6,"7/12/2023","Wednesday","whole milk","cat food","pet care","coffee","soda","misc. beverages","chocolate","","","","","","","","","","","","","","","","","","","","","","","","",""
4366,2.2,"5/31/2023","Wednesday","rolls/buns","white bread","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7811,8.4,"7/22/2023","Saturday","chicken","tropical fruit","berries","whole milk","whipped/sour cream","beverages","sugar","dishes","","","","","","","","","","","","","","","","","","","","","","","",""
3225,1.7,"5/30/2023","Tuesday","pickled vegetables","canned fish","soda","bottled beer","chewing gum","candles","","","","","","","","","","","","","","","","","","","","","","","","","",""
8926,1.2,"7/29/2023","Saturday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
